,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
0,Eröffnung der Sitzung durch den Alterspräsidenten,1,1,2017-10-24T11:05:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
1,Beschlussfassung über die Geschäftsordnung,2,2,2017-10-24T11:25:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
2,Wahl des Präsidenten,3,3,2017-10-24T12:05:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
3,Amtsübernahme durch den Präsidenten mit Ansprache,4,4,2017-10-24T13:15:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
4,Festlegung der Zahl der Stellvertreter des Präsidenten,5,5,2017-10-24T13:40:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
5,Wahl der Stellvertreter des Präsidenten,6,6,2017-10-24T13:40:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
6,Nationalhymne,7,7,2017-10-24T17:00:00,76c3b183-81d7-4cd0-ee48-08da0c32b602,2017-10-24,2017-10-24T00:00:00,19,1,1. Sitzung,6,6205403f03957565211832cb,76c3b183-81d7-4cd0-ee48-08da0c32b602
7,Befragung der Bundesregierung,1,1,2018-01-31T14:30:00,9830dca7-f0e1-4906-ee3f-08da0c32b602,2018-01-31,2018-01-31T00:00:00,19,10,10. Sitzung,3,6205403f03957565211832c2,9830dca7-f0e1-4906-ee3f-08da0c32b602
8,Fragestunde,2,2,2018-01-31T15:20:00,9830dca7-f0e1-4906-ee3f-08da0c32b602,2018-01-31,2018-01-31T00:00:00,19,10,10. Sitzung,3,6205403f03957565211832c2,9830dca7-f0e1-4906-ee3f-08da0c32b602
9,Aktuelle Stunde zu einer europäischen Bankenunion,ZP 1,3,2018-01-31T17:10:00,9830dca7-f0e1-4906-ee3f-08da0c32b602,2018-01-31,2018-01-31T00:00:00,19,10,10. Sitzung,3,6205403f03957565211832c2,9830dca7-f0e1-4906-ee3f-08da0c32b602
10,Befragung der Bundesregierung,1,1,2019-05-15T13:00:00,7d5aebcf-9b16-47a6-ede5-08da0c32b602,2019-05-15,2019-05-15T00:00:00,19,100,100. Sitzung,4,6205403f0395756521183268,7d5aebcf-9b16-47a6-ede5-08da0c32b602
11,Fragestunde,2,2,2019-05-15T14:15:00,7d5aebcf-9b16-47a6-ede5-08da0c32b602,2019-05-15,2019-05-15T00:00:00,19,100,100. Sitzung,4,6205403f0395756521183268,7d5aebcf-9b16-47a6-ede5-08da0c32b602
12,Aktuelle Stunde zum Iran-Atomabkommen,ZP 1,3,2019-05-15T15:45:00,7d5aebcf-9b16-47a6-ede5-08da0c32b602,2019-05-15,2019-05-15T00:00:00,19,100,100. Sitzung,4,6205403f0395756521183268,7d5aebcf-9b16-47a6-ede5-08da0c32b602
13,Tätigkeitsbericht 2018 des Petitionsausschusses,3,4,2019-05-15T17:10:00,7d5aebcf-9b16-47a6-ede5-08da0c32b602,2019-05-15,2019-05-15T00:00:00,19,100,100. Sitzung,4,6205403f0395756521183268,7d5aebcf-9b16-47a6-ede5-08da0c32b602
14,Vereinbarte Debatte - 70 Jahre Grundgesetz,4,1,2019-05-16T09:00:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
15,Entlastung bei den Sozialabgaben,5,2,2019-05-16T11:20:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
16,Durchsetzung der Ausreisepflicht,6,3,2019-05-16T12:25:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
17,Löhne und Arbeitsbedingungen im Postmarkt,"7, ZP 2",4,2019-05-16T13:35:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
18,Überweisungen im vereinfachten Verfahren,"31, ZP 3",5,2019-05-16T14:45:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
19,Abschließende Beratungen ohne Aussprache,32,6,2019-05-16T14:45:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
20,2. Wahlgang - Stellvertreter des Präsidenten,ZP 4,7,2019-05-16T15:00:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
21,Gremienwahlen,ZP 5,8,2019-05-16T15:25:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
22,Aktuelle Stunde zur Finanzierungslücke bei der Grundrente,ZP 6,9,2019-05-16T16:00:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
23,Änderung des Bundesausbildungsförderungsgesetzes,8,10,2019-05-16T17:20:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
24,Digitalpakt 2.0,9,11,2019-05-16T18:30:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
25,Anpassung der Betreuer- und Vormündervergütung,10,12,2019-05-16T19:15:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
26,Änderung des Staatsangehörigkeitsgesetzes,11,13,2019-05-16T20:00:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
27,Gemeinsame Außen-u. Sicherheitspolitik der EU,12,14,2019-05-16T20:40:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
28,Gesetz zur deutsch-französischen Zusammenarbeit,13,15,2019-05-16T21:20:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
29,Freiheit im Internet,14,16,2019-05-16T22:00:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
30,Ausländerbeschäftigungsförderungsgesetz,17,17,2019-05-16T22:25:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
31,Militärische Eskalation im Nahen Osten,ZP 7,18,2019-05-16T22:35:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
32,Änderung des Asylbewerberleistungsgesetzes,15,19,2019-05-16T23:00:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
33,Änderung des Grundgesetzes - Grundrechte für alle,ZP 8,20,2019-05-16T23:10:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
34,Änderung des Bundeswahlgesetzes,19,21,2019-05-16T23:35:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
35,Digitalisierung in der Landwirtschaft,20,22,2019-05-16T00:05:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
36,Europäische Digitalkonzernsteuer,"21, ZP 9",23,2019-05-16T00:20:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
37,Fixierungen im Rahmen von Freiheitsentziehungen,23,24,2019-05-16T00:40:00,f98bb208-7f24-4a3f-ede4-08da0c32b602,2019-05-16,2019-05-16T00:00:00,19,101,101. Sitzung,26,6205403f0395756521183267,f98bb208-7f24-4a3f-ede4-08da0c32b602
38,Maritime Wirtschaftspolitik,24,1,2019-05-17T09:00:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
39,Europol,25,2,2019-05-17T10:10:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
40,Bundeswehreinsatz in Libanon (UNIFIL),26,3,2019-05-17T11:25:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
41,Schutz von Gewässern und Grundwasser,27,4,2019-05-17T12:05:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
42,70 Jahre Europarat,"28, ZP 10",5,2019-05-17T13:10:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
43,EU-Budget,29,6,2019-05-17T13:55:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
44,BDS-Bewegung,"ZP 11, 12, 14",7,2019-05-17T14:45:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
45,Rüstungsexport,30,8,2019-05-17T15:30:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
46,Aktuelle Stunde zu Maßnahmen gegen Homo- und Transfeindlichkeit,ZP 13,9,2019-05-17T16:20:00,ee086175-6c20-44b0-ede3-08da0c32b602,2019-05-17,2019-05-17T00:00:00,19,102,102. Sitzung,11,6205403f0395756521183266,ee086175-6c20-44b0-ede3-08da0c32b602
47,Befragung der Bundesregierung,1,1,2019-06-05T13:00:00,2d248c5a-a091-4699-ede2-08da0c32b602,2019-06-05,2019-06-05T00:00:00,19,103,103. Sitzung,3,6205403f0395756521183265,2d248c5a-a091-4699-ede2-08da0c32b602
48,Fragestunde,2,2,2019-06-05T14:15:00,2d248c5a-a091-4699-ede2-08da0c32b602,2019-06-05,2019-06-05T00:00:00,19,103,103. Sitzung,3,6205403f0395756521183265,2d248c5a-a091-4699-ede2-08da0c32b602
49,Aktuelle Stunde zu konkreten Maßnahmen für den Klimaschutz,ZP 1,3,2019-06-05T15:40:00,2d248c5a-a091-4699-ede2-08da0c32b602,2019-06-05,2019-06-05T00:00:00,19,103,103. Sitzung,3,6205403f0395756521183265,2d248c5a-a091-4699-ede2-08da0c32b602
50,30 Jahre friedliche Revolution,"22, ZP 2",1,2019-06-06T09:05:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
51,Schuldenbremse,ZP 3,2,2019-06-06T10:15:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
52,Bundeswehreinsatz in Kosovo (KFOR),ZP 4,3,2019-06-06T11:20:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
53,NATO-Beitritt der Republik Nordmazedonien,9,4,2019-06-06T12:10:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
54,Änderung des Grundgesetzes - Kinderrechte,6,5,2019-06-06T13:00:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
55,Überweisungen im vereinfachten Verfahren,"31, 21, ZP 5",6,2019-06-06T14:10:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
56,Abschließende Beratungen ohne Aussprache,"32, ZP 6",7,2019-06-06T14:15:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
57,3. Wahlgang - Stellvertreter des Präsidenten,ZP 7,8,2019-06-06T14:35:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
58,Aktuelle Stunde zur Gaspipeline Nord Stream 2,ZP 8,9,2019-06-06T15:00:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
59,Bekämpfung illegaler Beschäftigung,7,10,2019-06-06T16:05:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
60,Verbot der Hisbollah,8,11,2019-06-06T17:00:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
61,Bundeswehr- Einsatzbereitschaftsstärkungsgesetz,5,12,2019-06-06T17:45:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
62,Engagement in internationalen Polizeimissionen,3,13,2019-06-06T18:30:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
63,Rentenbesteuerung,11,14,2019-06-06T19:15:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
64,Berufsausbildungsbeihilfe und Ausbildungsgeld,12,15,2019-06-06T20:00:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
65,Umweltschutz - EEG,13,16,2019-06-06T20:45:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
66,Hebammenreformgesetz,"24, ZP 9",17,2019-06-06T21:30:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
67,Erreichung der Klimaziele,"ZP 10, ZP 11",18,2019-06-06T21:55:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
68,Sicherheit in der Arzneimittelversorgung,10,19,2019-06-06T22:45:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
69,Schulsozialarbeit,17,20,2019-06-06T23:15:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
70,Zensusgesetz 2021,16,21,2019-06-06T23:40:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
71,Gesetz zum IT-Änderungsstaatsvertrag,18,22,2019-06-06T23:55:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
72,Proteste am Platz des Himmlischen Friedens,20,23,2019-06-06T00:05:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
73,Außergerichtliche Streitbeilegung - Verbraucher,26,24,2019-06-06T00:30:00,da035de0-f04a-4954-ede1-08da0c32b602,2019-06-06,2019-06-06T00:00:00,19,104,104. Sitzung,27,6205403f0395756521183264,da035de0-f04a-4954-ede1-08da0c32b602
74,Asyl- und Aufenthaltsrecht,ZP 12-14,1,2019-06-07T09:25:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
75,Vermeintliche Hetzjagden in Chemnitz,23,2,2019-06-07T11:00:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
76,Fachkräfteeinwanderungsgesetz,"ZP 15, ZP 16",3,2019-06-07T12:15:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
77,Hartz IV-Satz,"25, ZP 17",4,2019-06-07T13:35:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
78,Ausländerbeschäftigungsförderungsgesetz,"ZP 18, ZP 19",5,2019-06-07T14:45:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
79,Beitragsentlastung in der Arbeitslosenversicherung,ZP 20,6,2019-06-07T15:40:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
80,Änderung des Hochschulrahmengesetzes,"28, ZP 21",7,2019-06-07T16:20:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
81,Sexuelle und geschlechtliche Vielfalt,30,8,2019-06-07T16:55:00,98113a3f-d43f-4eae-ede0-08da0c32b602,2019-06-07,2019-06-07T00:00:00,19,105,105. Sitzung,10,6205403f0395756521183263,98113a3f-d43f-4eae-ede0-08da0c32b602
82,Befragung der Bundesregierung,1,1,2019-06-26T13:05:00,504e4842-7eb3-4eb9-eddf-08da0c32b602,2019-06-26,2019-06-26T00:00:00,19,106,106. Sitzung,4,6205403f0395756521183262,504e4842-7eb3-4eb9-eddf-08da0c32b602
83,Organspende,"2, ZP 1",2,2019-06-26T14:10:00,504e4842-7eb3-4eb9-eddf-08da0c32b602,2019-06-26,2019-06-26T00:00:00,19,106,106. Sitzung,4,6205403f0395756521183262,504e4842-7eb3-4eb9-eddf-08da0c32b602
84,Fragestunde,3,3,2019-06-26T16:25:00,504e4842-7eb3-4eb9-eddf-08da0c32b602,2019-06-26,2019-06-26T00:00:00,19,106,106. Sitzung,4,6205403f0395756521183262,504e4842-7eb3-4eb9-eddf-08da0c32b602
85,Aktuelle Stunde zum Scheitern der PKW-Maut und Kosten für den Steuerzahler,ZP 2,4,2019-06-26T17:45:00,504e4842-7eb3-4eb9-eddf-08da0c32b602,2019-06-26,2019-06-26T00:00:00,19,106,106. Sitzung,4,6205403f0395756521183262,504e4842-7eb3-4eb9-eddf-08da0c32b602
86,Eidesleistung der Bundesministerin der Justiz und für Verbraucherschutz,ZP 3,1,2019-06-27T09:00:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
87,Grundsteuerreform,"4, ZP 4-6",2,2019-06-27T09:05:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
88,Vorgehen gegen kriminelle Clans,"5, ZP 7",3,2019-06-27T10:20:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
89,Berufliche Bildung,"6, ZP 8",4,2019-06-27T11:25:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
90,Untersuchungsausschuss zur Treuhandanstalt,7,5,2019-06-27T12:35:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
91,Überweisungen im vereinfachten Verfahren,"35, ZP 9",6,2019-06-27T13:45:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
92,Abschließende Beratungen ohne Aussprache,"36, ZP 10",7,2019-06-27T13:50:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
93,Aktuelle Stunde: Für den Schutz unserer Demokratie - Gegen Hass und rechtsextreme Gewalt,ZP 11,8,2019-06-27T14:10:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
94,Wahlen zu Gremien,ZP 12,9,2019-06-27T15:55:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
95,Forschungszulagengesetz,8,10,2019-06-27T16:35:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
96,Gründungspolitik in Ostdeutschland,9,11,2019-06-27T17:20:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
97,Bericht über Förderung der Kulturarbeit,10,12,2019-06-27T18:05:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
98,Immunitätsangelegenheit,ZP 22,13,2019-06-27T18:50:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
99,Änderung des Staatsangehörigkeitsgesetzes,11,14,2019-06-27T18:50:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
100,Geldwäsche,12,15,2019-06-27T19:40:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
101,Änderung des Telekommunikationsgesetzes,13,16,2019-06-27T20:30:00,0a510593-6c57-4afc-edde-08da0c32b602,2019-06-27,2019-06-27T00:00:00,19,107,107. Sitzung,33,6205403f0395756521183261,0a510593-6c57-4afc-edde-08da0c32b602
